JW_ID	ECK number	B number	Gene name K-12	Locus name K-12	Synonyms of locus names K-12	Solubility(%)	Yield(uM)	Yield(ug/ml)	Minus Sol	TF Sol	GroE Sol	KJE Sol	Minus(uM)	TF(uM)	GroE(uM)	KJE(uM)	Minus(ug/ml)	TF(ug/ml)	GroE(ug/ml)	KJE(ug/ml)	Calculated MW(kDa)	Calculated pI	Type of gene product	Gene product description	Cell location	Structure (PDB) id	SCOP assignment
JW5633	ECK3680	b3688	yidQ	yidQ	o135 -!- ecfI	114	0.7	8													11.8	7.8	pm	conserved outer membrane protein	Outer Membrane Lipoprotein		
JW5627	ECK3687	b4479	dgoR	dgoR	yidW	129	0.3	8													26	6.3	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		
JW3675	ECK3690	b3698	yidB	yidB		75	1.1	15													13.8	5.6	o	conserved protein	Cytoplasmic		
JW3680	ECK3695	b3703	rpmH	rpmH	rimA -!- ssaF	90	1.3	7													5.4	13.1	s	50S ribosomal subunit protein L34	Cytoplasmic		
JW3681	ECK3696	b3704	rnpA	rnpA		96	1.4	19													13.8	12.3	e	protein C5 component of RNase P	Cytoplasmic		54211; Ribosomal protein S5 domain 2-like
JW3694	ECK3709	b3716	yieI	yieI		26	0.3	5													16.7	8.5	pm	predicted inner membrane protein	Integral Membrane Protein		
JW3709	ECK3724	b3731	atpC	atpC	papG -!- uncC -!- unc	120	1.5	23													15.1	6.4	e	F1 sector of membrane-bound ATP synthase, epsilon subunit	Cytoplasmic		46604; Epsilon subunit of F1F0-ATP synthase C-terminal domain 51344; Epsilon subunit of F1F0-ATP synthase N-terminal domain
JW3714	ECK3729	b3736	atpF	atpF	papF -!- uncF -!- unc	20	1.4	24													17.2	7.9	e	F0 sector of membrane-bound ATP synthase, subunit b	Membrane Anchored		
JW3715	ECK3730	b3737	atpE	atpE	papH -!- uncE	56	0.6	5													8.2	7.4	e	F0 sector of membrane-bound ATP synthase, subunit c	Integral Membrane Protein		56869; Membrane all-alpha
JW5611	ECK3732	b3739	atpI	atpI	uncI -!- unc	35	0.7	10													13.6	12.1	e	ATP synthase, membrane-bound accesory subunit	Integral Membrane Protein		
JW3721	ECK3737	b3743	asnC	asnC		82	0.5	9													16.9	7.8	r	DNA-binding transcriptional dual regulator	Cytoplasmic		46785; Winged helix 69732; Lrp/AsnC-like transcriptional regulator C-terminal domain
JW5857	ECK3742	b3748	rbsD	rbsD	rbsP	93	1	16													15.3	6.8	pt	predicted cytoplasmic sugar-binding protein	Cytoplasmic		
JW3742	ECK3761	b3769	ilvM	ilvM		58	1.5	15													9.7	9.7	e	acetolactate synthase II, small subunit	Cytoplasmic		
JW3748	ECK3767	b3775	ppiC	ppiC	parvA	86	1.2	12													10.2	9.9	e	peptidyl-prolyl cis-trans isomerase C (rotamase C)	Cytoplasmic	1JNT	54534; FKBP-like
JW5856	ECK3773	b3781	trxA	trxA	fipA -!- tsnC -!- dasC	89	1	11													11.8	6.2	c	thioredoxin 1	Cytoplasmic	1TKD	52833; Thioredoxin-like
JW3779	ECK3801	b3807	cyaY	cyaY		113	2.4	29													12.2	4.8	c	frataxin, iron-binding and oxidizing protein	Cytoplasmic	1EW4	55387; Frataxin-like
JW3790	ECK3811	b3817	yigF	yigF		26	0.7	10													14.5	10.2	pm	conserved inner membrane protein	Integral Membrane Protein		
JW3830	ECK3850	b3858	yihD	yihD		109	1.7	17													10.3	6.8	o	conserved protein	Cytoplasmic		
JW3858	ECK3880	b3887	dtd	dtd	yihZ	38	0.8	13													15.9	6.1	e	D-Tyr-tRNA(Tyr) deacylase	Cytoplasmic	1JKE	69500; D-Tyr tRNAtyr deacylase
JW3871	ECK3893	b3900	frvA	frvA	yiiK	69	0.8	13													16.1	7.6	pt	predicted enzyme IIA component of PTS	Cytoplasmic		55804; Phoshotransferase/anion transport protein
JW3872	ECK3894	b3901	yiiL	yiiL		94	1.4	18													12.3	6.4	e	L-rhamnose mutarotase	Cytoplasmic		
JW5558	ECK3906	b4484	cpxP	cpxP	yiiO	105	0.5	9													18.9	7.6	r	periplasmic protein combats stress	Periplasmic		
JW3892	ECK3913	b3921	yiiR	yiiR		50	0.5	8													16.5	10.5	pm	conserved inner membrane protein	Integral Membrane Protein		
JW3893	ECK3914	b3922	yiiS	yiiS		103	1.9	21													10.8	5.8	o	conserved protein	Cytoplasmic		
JW3894	ECK3915	b3923	yiiT	yiiT	uspD	97	0.8	13													16.3	7.4	f	stress-induced protein	Cytoplasmic		52431; ETFP adenine nucleotide-binding domain-like
JW3899	ECK3920	b3928	yiiU	yiiU		82	1.2	11													9.6	5.7	o	conserved protein	Cytoplasmic		
JW3907	ECK3928	b3936	rpmE	rpmE		66	0.7	6													7.9	10	s	50S ribosomal subunit protein L31	Cytoplasmic		
JW3909	ECK3930	b3938	metJ	metJ		89	1	12													12.1	6.6	r	DNA-binding transcriptional repressor, S-adenosylmethionine-binding	Cytoplasmic	1CMC	47598; Met repressor-like
JW3922	ECK3941	b3950	frwB	frwB	yijK	88	1.3	15													11.2	6.8	pt	predicted enzyme IIB component of PTS	Periplasmic		52218; Flavoproteins
JW3925	ECK3944	b3953	frwD	frwD	yijN	44	1.6	21													12.6	6.8	pt	predicted enzyme IIB component of PTS	Periplasmic		
JW3936	ECK3956	b3964	yijD	yijD		22	0.9	11													13	10.1	pm	conserved inner membrane protein	Integral Membrane Protein		
JW3944	ECK3972	b3981	secE	secE	prlG -!- mbrC	8	1.1	15													13.6	11.3	t	preprotein translocase membrane subunit	Integral Membrane Protein		
JW3946	ECK3974	b3983	rplK	rplK	relC	105	1.3	19													14.9	10.3	s	50S ribosomal subunit protein L11	Cytoplasmic		46906; Ribosomal protein L11, C-terminal domain 54747; Ribosomal protein L11, N-terminal domain
JW3949	ECK3977	b3986	rplL	rplL		99	0.9	11													12.3	5.4	s	50S ribosomal subunit protein L7/L12	Cytoplasmic		48300; Ribosomal protein L7/12, oligomerisation (N-terminal) domain 54736; Ribosomal protein L7/12, C-terminal domain
JW3959	ECK3987	b3995	rsd	rsd	yjaE	93	1.2	22													18.2	6.5	r	stationary phase protein, binds sigma 70 RNA polymerase subunit	Cytoplasmic		
JW3964	ECK3992	b4000	hupA	hupA		96	1.4	14													9.5	10.3	r	HU, DNA-binding transcriptional regulator, alpha subunit	Cytoplasmic	1MUL	47729; IHF-like DNA-binding proteins
JW3971	ECK4003	b4011	yjaA	yjaA		78	1.3	19													14.4	10	o	conserved protein	Cytoplasmic		
JW3972	ECK4004	b4012	yjaB	yjaB		87	0.4	7													16.4	5.8	pe	predicted acetyltransferase	Cytoplasmic		
JW4002	ECK4034	b4042	dgkA	dgkA		31	0.5	6													13.2	7.8	e	diacylglycerol kinase	Integral Membrane Protein		
JW4005	ECK4037	b4045	yjbJ	yjbJ		83	2.3	19													8.3	8.2	pf	predicted stress response protein	Cytoplasmic	1RYK	69047; Hypothetical protein YjbJ
JW4007	ECK4039	b4047	yjbL	yjbL		34	0.7	6													9.7	10.5	o	predicted protein	Cytoplasmic		
JW4017	ECK4048	b4056	yjbQ	yjbQ		53	0.8	13													15.6	7.5	o	conserved protein	Cytoplasmic		
JW4018	ECK4049	b4057	yjbR	yjbR		106	1	13													13.5	7.4	o	conserved protein	Cytoplasmic		
JW5718	ECK4052	b4060	yjcB	yjcB		46	0.7	7													10.3	7.9	pm	predicted inner membrane protein	Integral Membrane Protein		
JW4023	ECK4054	b4062	soxS	soxS		49	0.6	8													12.9	10.6	r	DNA-binding transcriptional dual regulator	Cytoplasmic		46689; Homeodomain-like
JW4024	ECK4055	b4063	soxR	soxR	marC	82	1.1	19													17.1	9.6	r	DNA-binding transcriptional dual regulator, Fe-S center for redox-sensing	Cytoplasmic		46955; Putative DNA-binding domain
JW4029	ECK4061	b4068	yjcH	yjcH		54	0.7	8													11.7	9.2	pm	conserved inner membrane protein involved in acetate transport	Integral Membrane Protein		
JW4036	ECK4068	b4075	nrfF	nrfF	yjcM	20	0.8	12													14.5	9.3	f	heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF	Membrane Anchored		
JW4051	ECK4083	b4090	rpiB	rpiB	ycjA -!- alsI -!- alsB -!- yjcA	40	1.1	18													16.1	7.7	e	ribose 5-phosphate isomerase B/allose 6-phosphate isomerase	Cytoplasmic	1NN4	
JW4054	ECK4086	b4093	phnO	phnO		66	1.4	23													16.6	6.7	pe	predicted acyltransferase with acyl-CoA N-acyltransferase domain	Cytoplasmic		55729; Acyl-CoA N-acyltransferases (Nat)
JW4062	ECK4094	b4101	phnG	phnG		27	1.2	20	27.13	32.05	56.92	86.89	4.877	4.593	5.386	5.921	80.59	75.9	89	97.85	16.525	7.97	e	carbon-phosphorus lyase complex subunit	Cytoplasmic		
JW4064	ECK4096	b4103	phnE	phnE		18	0.4	5													13.3	8.5	su	phosphonate/organophosphate ester transporter (pseudogene)	Integral Membrane Protein		
JW4068	ECK4100	b4107	phnB	phnB	yjdN	81	0.6	9													16.2	6.5	d	conserved protein	Cytoplasmic		54593; Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase
JW4069	ECK4101	b4108	phnA	phnA	yjdM	102	0.6	8													12.3	6.3	pe	predicted phosphonate metabolizing protein	Cytoplasmic		
JW4087	ECK4119	b4126	yjdI	yjdI		80	2.4	21													8.5	8.8	o	conserved protein	Cytoplasmic		
JW4088	ECK4120	b4127	yjdJ	yjdJ		84	1.8	19													10.5	9	pe	predicted acyltransferase with acyl-CoA N-acyltransferase domain	Cytoplasmic		55729; Acyl-CoA N-acyltransferases (Nat)
JW4100	ECK4134	b4140	fxsA	fxsA	yjeG	26	0.4	8													17.7	9.6	m	inner membrane protein	Integral Membrane Protein		
JW4102	ECK4136	b4142	groS	groS	groES -!- mopA -!- groE -!- hdh -!- mopB -!- TabB	86	0.9	9													10.4	6.8	f	Cpn10 chaperonin GroES, small subunit of GroESL	Cytoplasmic	1PF9	50129; GroES-like
JW5736	ECK4138	b4144	yjeI	yjeI		88	1.7	20													11.9	7.2	d	conserved protein	Outer Membrane Lipoprotein		51905; FAD/NAD(P)-binding domain
JW4112	ECK4147	b4151	frdD	frdD		7	0.7	9													13.1	9.9	m	fumarate reductase (anaerobic), membrane anchor subunit	Integral Membrane Protein		56869; Membrane all-alpha
JW4113	ECK4148	b4152	frdC	frdC		9	1.1	17													15	10.4	m	fumarate reductase (anaerobic), membrane anchor subunit	Integral Membrane Protein		56869; Membrane all-alpha
JW4118	ECK4153	b4157	yjeN	yjeN		86	0.5	6													11.8	7.2	o	predicted protein	Cytoplasmic		
JW4119	ECK4154	b4158	yjeO	yjeO		57	0.2	2													12.6	7.9	pm	conserved inner membrane protein	Integral Membrane Protein		
JW4126	ECK4164	b4168	yjeE	yjeE		78	0.4	7													16.8	5.2	e	ATPase with strong ADP affinity	Cytoplasmic		52540; P-loop containing nucleoside triphosphate hydrolases
JW4130	ECK4168	b4172	hfq	hfq		76	1.1	12													11.2	9.1	f	HF-I, host factor for RNA phage Q beta replication	Cytoplasmic		
JW4134	ECK4172	b4176	yjeT	yjeT		20	1.8	13													7.2	10.9	pm	conserved inner membrane protein	Integral Membrane Protein		
JW4136	ECK4174	b4178	yjeB	yjeB		81	0.8	13													15.6	8.4	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix
JW4139	ECK4177	b4181	yjfI	yjfI		76	0.9	14													14.9	4.6	o	conserved protein	Cytoplasmic		
JW4142	ECK4180	b4184	yjfL	yjfL		19	0.6	8													14.2	8.5	pm	conserved inner membrane protein	Integral Membrane Protein		
JW5742	ECK4184	b4188	yjfN	yjfN		104	1.4	13													9.9	5.8	o	predicted protein	Periplasmic		
JW5743	ECK4185	b4189	yjfO	yjfO		47	0.8	9													12	10.1	o	conserved protein	Outer Membrane Lipoprotein		
JW4152	ECK4190	b4194	ulaB	ulaB	sgaB -!- yjfT	53	1	10													10.9	7.8	t	L-ascorbate-specific enzyme IIB component of PTS	Cytoplasmic		52794; Enzyme IIB-cellobiose
JW4153	ECK4191	b4195	ulaC	ulaC	ptxA -!- yjfU -!- sgaA	84	0.4	7													17.2	5	t	L-ascorbate-specific enzyme IIA component of PTS	Cytoplasmic		55804; Phoshotransferase/anion transport protein
JW4157	ECK4195	b4199	yjfY	yjfY		94	2.1	21													10.1	6.4	o	predicted protein	Periplasmic		
JW4158	ECK4196	b4200	rpsF	rpsF	sdgH	98	1.5	23													15.2	6.1	s	30S ribosomal subunit protein S6	Cytoplasmic		54995; Ribosomal protein S6
JW4159	ECK4197	b4201	priB	priB		72	1.9	22													11.4	8.5	f	primosomal protein N	Cytoplasmic		50249; Nucleic acid-binding proteins
JW4160	ECK4198	b4202	rpsR	rpsR		64	1.2	11													9	11.3	s	30S ribosomal subunit protein S18	Cytoplasmic	1P87	46911; Ribosomal protein S18
JW4161	ECK4199	b4203	rplI	rplI		84	1.2	19													15.8	8.2	s	50S ribosomal subunit protein L9	Cytoplasmic		55653; Ribosomal protein L9 C-domain 55658; L9 N-domain-like
JW4163	ECK4201	b4205	ytfA	ytfA		26	0.5	6	18.17	28.85	32.96	78.59	1.977	1.7	2.531	2.05	24.2	20.81	30.98	25.09	12.24	8.23	pr	predicted transcriptional regulator	Cytoplasmic		
JW5747	ECK4208	b4212	ytfH	ytfH		86	0.9	13													14.1	7.4	pr	predicted transcriptional regulator	Cytoplasmic		46785; Winged helix
JW5749	ECK4213	b4217	ytfK	ytfK		78	1.8	15													8.1	10.8	o	conserved protein	Cytoplasmic		
JW4181	ECK4218	b4222	ytfP	ytfP		98	0.9	12													12.9	8.2	o	conserved protein	Cytoplasmic		
JW4182	ECK4219	b4223	yzfA	yzfA		88	0.4	4													10.6	11.7	o	predicted protein	Cytoplasmic		
JW4184	ECK4221	b4225	chpB	chpB	chpBK -!- yjfB -!- yjfE	94	0.4	5													12.5	6.6	f	toxin of the ChpB-ChpS toxin-antitoxin system	Cytoplasmic		
JW4195	ECK4231	b4236	cybC	cybC		87	0.9	10													11.1	9.4	su	cytochrome b562, truncated (pseudogene)	Cytoplasmic	1QPU	47175; Cytochromes
JW4196	ECK4232	b4237	nrdG	nrdG	yjgE	69	0.4	7													17.4	7.8	e	anaerobic ribonucleotide reductase activating protein	Cytoplasmic		
JW5755	ECK4238	b4243	yjgF	yjgF		76	1.1	15													13.6	7.3	pe	ketoacid-binding protein	Cytoplasmic	1QU9	55298; YjgF-like
JW0001	ECK0002	b0002	thrA	thrA	Hs -!- thrA1 -!- thrA2 -!- thrD																89	5.8	e	fused aspartokinase I homoserine dehydrogenase I	Cytoplasmic		53633; Carbamate kinase-like 51735; NAD(P)-binding Rossmann-fold domains 55347; Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain
JW0006	ECK0007	b0007	yaaJ	yaaJ																	51.6	8.7	pt	predicted transporter	Integral Membrane Protein		
JW0009	ECK0010	b0010	yaaH	yaaH																	20.1	9.1	pm	conserved inner membrane protein associated with acetate transport	Integral Membrane Protein		
JW0018	ECK0020	b0019	nhaA	nhaA	ant -!- antA -!- hyc																41.3	9.8	t	sodium-proton antiporter	Integral Membrane Protein		
JW0024	ECK0027	b0026	ileS	ileS	ilvS																104.2	5.9	e	isoleucyl-tRNA synthetase	Cytoplasmic		47323; Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases 50677; ValRS/IleRS editing domain 52374; Nucleotidylyl transferase
JW0031	ECK0034	b0033	carB	carB	arg+ura -!- cap -!- pyrA																117.7	5.2	e	carbamoyl-phosphate synthase large subunit	Cytoplasmic	1KEE	48108; Carbamoyl phosphate synthetase, large subunit connection domain 52335; Methylglyoxal synthase-like 52440; Biotin carboxylase N-terminal domain-like 56059; Glutathione synthetase ATP-binding domain-like
JW0036	ECK0038	b0037	caiC	caiC	yaaM																59	6.1	pe	predicted crotonobetaine CoA ligase:carnitine CoA ligase	Cytoplasmic		56801; Firefly luciferase-like
JW0039	ECK0041	b0040	caiT	caiT	yaaT -!- yaaP																56.5	8.2	pt	predicted transporter	Integral Membrane Protein		
JW0044	ECK0046	b0045	yaaU	yaaU	yabE																48.6	8.8	pt	predicted transporter	Integral Membrane Protein		
JW0046	ECK0048	b0047	kefC	kefC	trkC																67.7	6.1	t	potassium:proton antiporter	Integral Membrane Protein		51735; NAD(P)-binding Rossmann-fold domains
JW0050	ECK0052	b0051	ksgA	ksgA	rsmA																30.4	8.6	e	S-adenosylmethionine-6-N',N'-adenosyl (rRNA) dimethyltransferase	Cytoplasmic	1QYR	53335; S-adenosyl-L-methionine-dependent methyltransferases
JW0053	ECK0055	b0054	imp	imp	ostA -!- yabG																89.6	5	f	exported protein required for envelope biosynthesis and integrity	Outer Membrane B-barrel protein		
JW0056	ECK0058	b0057	yabQ	yabQ																	5.7	9.1	o	predicted protein	Cytoplasmic		
JW0059	ECK0061	b0060	polB	polB	dinA																90	6.7	e	DNA polymerase II	Cytoplasmic	1Q8I	53098; Ribonuclease H-like 56672; DNA/RNA polymerases
JW0069	ECK0072	b0070	setA	setA	yabM																42.7	10.1	t	broad specificity sugar efflux system	Integral Membrane Protein		
JW0074	ECK0077	b0075	leuL	leuL	leuLP																3.1	12.6	l	leu operon leader peptide	Cytoplasmic		
JW0078	ECK0081	b0080	fruR	fruR	cra -!- fruC -!- shl																38	7.4	r	DNA-binding transcriptional dual regulator	Cytoplasmic		47413; lambda repressor-like DNA-binding domains 53822; Periplasmic binding protein-like I
JW0085	ECK0088	b0087	mraY	mraY	murX																39.8	10.2	e	phospho-N-acetylmuramoyl-pentapeptide transferase	Integral Membrane Protein		
JW0087	ECK0090	b0089	ftsW	ftsW	rodA																45.9	10.4	cp	integral membrane protein involved in stabilising FstZ ring during cell division	Integral Membrane Protein		
JW5007	ECK0098	b0097	secM	secM	srrA -!- yacA -!- yccA																18.9	10.7	r	regulator of secA translation	Periplasmic		
JW0101	ECK0104	b0104	guaC	guaC																	37.3	6.8	e	GMP reductase	Cytoplasmic		51412; Inosine monophosphate dehydrogenase (IMPDH)
JW0102	ECK0105	b0106	hofC	hofC	hopC -!- yacD																44.4	8.5	s	assembly protein in type IV pilin biogenesis, transmembrane protein	Integral Membrane Protein		
JW0105	ECK0108	b0109	nadC	nadC																	32.7	5.6	e	quinolinate phosphoribosyltransferase	Cytoplasmic		51690; Quinolinic acid phosphoribosyltransferase, C-terminal domain 54675; Quinolinic acid phosphoribosyltransferase, N-terminal domain
JW0108	ECK0111	b0112	aroP	aroP	aroR -!- aroT																49.6	9	t	aromatic amino acid transporter	Integral Membrane Protein		
JW0136	ECK0139	b0140	ecpD	ecpD																	27	9.8	pf	predicted periplasmic pilin chaperone	Periplasmic		49354; PapD-like 49584; Periplasmic chaperone C-domain
JW0145	ECK0148	b0149	mrcB	mrcB	pbpF -!- ponB																94.2	9.6	e	fused glycosyl transferase transpeptidase	Membrane Anchored		56601; beta-Lactamase/D-ala carboxypeptidase 56601; beta-Lactamase/D-ala carboxypeptidase 56601; beta-Lactamase/D-ala carboxypeptidase
JW0148	ECK0151	b0152	fhuD	fhuD																	33	7	t	iron-hydroxamate transporter subunit periplasmic-binding component of ABC superfamily	Periplasmic		53807; Helical backbone
JW0149	ECK0152	b0153	fhuB	fhuB																	70.4	11.4	t	fused subunits of iron-hydroxamate transporter membrane components of ABC superfamily transporter	Integral Membrane Protein		
JW0153	ECK0156	b0157	yadS	yadS																	22.1	9.2	pm	conserved inner membrane protein	Integral Membrane Protein		
JW0154	ECK0157	b0158	btuF	btuF	yadT																29.3	9.4	t	vitamin B12 transporter subunit periplasmic-binding component of ABC superfamily	Periplasmic	1N2Z	53807; Helical backbone
JW0162	ECK0165	b0167	glnD	glnD	glnD5																102.3	6.4	e	uridylyltransferase	Cytoplasmic		55021; Regulatory domain in the aminoacid metabolism 56699; Nucleotidyltransferases
JW0168	ECK0172	b0173	dxr	dxr	ispC -!- yaeM																43.3	6.3	e	1-deoxy-D-xylulose 5-phosphate reductoisomerase	Cytoplasmic	1ONP	51735; NAD(P)-binding Rossmann-fold domains 55347; Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain 69055; 1-deoxy-D-xylulose-5-phosphate reductoisomerase, C-terminal domain
JW5810	ECK0174	b0175	cdsA	cdsA	cds																31.4	9.7	e	CDP-diglyceride synthase	Integral Membrane Protein		
JW0194	ECK0198	b0198	metI	metI	yaeE -!- metD																23.2	10.7	t	DL-methionine transporter subunit membrane component protein of ABC superfamily	Integral Membrane Protein		
JW0200	ECK0210	b0210	yafE	yafE																	23	6.6	pe	predicted S-adenosyl-L-methionine-dependent methyltransferase	Cytoplasmic		53335; S-adenosyl-L-methionine-dependent methyltransferases
JW0203	ECK0213	b0213	yafS	yafS																	27.2	10.6	pe	predicted S-adenosyl-L-methionine-dependent methyltransferase	Cytoplasmic		53335; S-adenosyl-L-methionine-dependent methyltransferases
JW0208	ECK0219	b4503	yafF	yafF																	7	11.1	o	conserved protein	Cytoplasmic		
JW5020	ECK0222	b0221	fadE	fadE	yafH -!- fadF																89.1	8.2	e	acyl coenzyme A dehydrogenase	Integral Membrane Protein		47203; Acyl-CoA dehydrogenase (flavoprotein), C-terminal domain 56645; Acyl-CoA dehydrogenase (flavoprotein), N-terminal and middle domains
JW0226	ECK0237	b0236	prfH	prfH																	18.8	10.2	pf	predicted peptide chain release factor	Cytoplasmic		
JW0228	ECK0239	b0238	gpt	gpt	glyD -!- gpp -!- gxu																17	6.6	e	guanine-hypoxanthine phosphoribosyltransferase	Cytoplasmic	1A96	53271; PRTase-like
JW5027	ECK0262	b0260	mmuP	mmuP	ykfD																50.5	8.5	h	CP4-6 prophage; predicted S-methylmethionine transporter	Integral Membrane Protein		
JW0262	ECK0270	b0269	yagF	yagF																	69.3	6.3	h	CP4-6 prophage; predicted dehydratase	Cytoplasmic		52218; Flavoproteins
JW0263	ECK0271	b0270	yagG	yagG																	50.6	8.4	h	CP4-6 prophage; predicted sugar transporter	Integral Membrane Protein		
JW0264	ECK0272	b0271	yagH	yagH																	60.8	5.8	h	CP4-6 prophage; predicted xylosidase/arabinosidase	Cytoplasmic		
JW0265	ECK0273	b0272	yagI	yagI																	27.8	8.4	h	CP4-6 prophage; predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix
JW0270	ECK0275	b0276	yagJ	yagJ																	27.8	5.2	h	CP4-6 prophage; predicted protein	Cytoplasmic		
JW0275	ECK0280	b0281	intF	intF	yagO																53	10.5	h	CP4-6 prophage; predicted phage integrase	Cytoplasmic		56349; DNA breaking-rejoining enzymes
JW0285	ECK0290	b0291	yagX	yagX																	91.1	7.1	pe	predicted aromatic compound dioxygenase	Periplasmic		49482; Aromatic compound dioxygenase
JW5031	ECK0293	b0294	ykgK	ykgK																	23.3	10	pr	predicted regulator	Cytoplasmic		46894; C-terminal, effector domain of the bipartite response regulators
JW5038	ECK0301	b0301	ykgB	ykgB																	21.9	7	pm	conserved inner membrane protein	Integral Membrane Protein		
JW0300	ECK0306	b0307	ykgF	ykgF																	53	8.5	pe	predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain	Cytoplasmic		46548; alpha-helical ferredoxin 53223; Aminoacid dehydrogenase-like, N-terminal domain
JW0306	ECK0312	b0314	betT	betT																	75.8	7.1	t	choline transporter of high affinity	Integral Membrane Protein		
